order_id,order_date,customer_id,region,category,quantity,unit_price
624,2024-10-12,206,South,Software,21,
625,2025-05-10,49,North,Services,36,692.63
626,2024-06-23,18,West,Software,26,157.05
627,2025-02-09,203,East,Hardware,4,889.92
628,2024-04-12,101,West,Hardware,38,34.21
629,2024-04-26,62,South,Hardware,24,669.31
630,2024-05-03,23,North,Support,28,332.72
631,2024-04-08,4,East,Support,21,114.43
632,2024-10-19,85,South,Software,28,92.31
633,2025-06-01,167,South,Hardware,30,571.06
634,2024-06-11,131,West,Services,1,365.99
635,2025-04-14,116,West,Support,26,728.05
636,2024-02-25,39,North,Hardware,19,85.36
637,2025-01-13,87,East,Hardware,7,95.21
638,2024-10-08,211,East,Software,16,365.13
639,2024-02-29,156,East,Support,29,618.08
640,2025-01-31,193,West,Hardware,5,693.43
641,2024-10-01,24,South,Software,4,329.29
642,2025-01-03,113,North,Services,12,490.79
643,2025-01-29,165,West,Support,18,294.94
644,2024-02-20,38,South,Support,19,349.81
645,2025-03-27,84,East,Services,32,
646,2024-09-09,1,North,Hardware,27,804.12
647,2025-06-10,4,North,Hardware,30,39.00
648,2024-10-04,127,North,Hardware,38,283.17
649,2025-01-08,75,East,Hardware,40,432.69
650,2024-06-29,28,West,Hardware,26,316.38
651,2024-05-05,192,South,Support,19,733.38
652,2024-01-05,13,South,Support,-2,509.81
653,2025-02-15,127,East,Support,8,24.40
654,2024-12-28,90,North,Hardware,26,46.31
655,2024-03-06,179,South,Software,27,
656,2025-04-17,53,North,Services,18,422.18
657,2024-06-07,151,North,Software,15,468.90
658,2024-05-18,25,East,Hardware,34,608.52
659,2024-09-15,81,South,Services,29,649.50
660,2024-06-24,43,East,Support,18,491.04
661,2024-04-05,64,South,Software,26,196.33
662,2024-10-29,63,East,Services,-2,26.68
663,2024-04-08,148,North,Support,2,286.26
664,2024-02-03,181,South,Software,2,715.48
665,2024-02-24,21,West,Services,33,299.51
666,2025-02-15,126,West,Support,25,231.36
667,2024-09-16,10,South,Support,25,66.03
668,2024-03-23,176,South,Hardware,5,858.24
669,2025-04-15,147,West,Software,3,863.32
670,2025-06-25,186,South,Support,22,845.27
671,2024-07-07,13,West,Hardware,23,273.31
672,2025-01-09,123,North,Software,35,727.95
673,2024-04-04,47,South,Support,19,167.84
674,2025-06-10,40,North,Services,22,18.32
675,2024-01-11,82,East,Support,30,479.26
676,2024-08-28,112,South,Support,31,440.74
677,2024-01-23,175,South,Hardware,8,37.77
678,2024-11-05,42,West,Support,36,524.45
679,2025-01-06,158,North,Support,19,
680,2024-01-08,108,West,Hardware,40,63.41
681,2024-01-07,43,South,Software,1,265.90
682,2024-12-11,143,South,Services,10,766.03
683,2025-05-08,80,South,Support,26,362.62
684,2024-11-22,13,North,Software,31,525.20
685,2024-07-29,169,East,Hardware,4,789.28
686,2025-03-06,58,North,Software,7,614.29
687,2024-02-23,47,East,Software,36,380.46
688,2024-06-20,28,South,Services,18,707.59
689,2025-03-27,172,North,Support,11,716.74
690,2024-02-28,65,East,Software,33,747.00
691,2024-06-28,31,South,Software,35,140.73
692,2024-05-07,108,North,Hardware,37,808.54
693,2025-03-14,37,West,Support,4,63.31
694,2025-01-10,172,North,Support,6,260.86
695,2025-04-11,9,West,Software,35,474.86
696,2024-01-23,126,West,Hardware,7,505.57
697,2025-04-18,80,East,Services,33,823.28
698,2024-05-03,69,East,Support,2,339.50
699,2024-12-29,72,South,Software,33,457.45
700,2024-11-21,63,West,Hardware,4,444.38
701,2024-03-23,179,West,Services,12,434.27
702,2024-09-03,114,East,Software,18,94.22
703,2024-12-05,96,East,Software,31,496.31
704,2025-04-23,147,West,Software,18,348.60
705,2024-06-29,165,East,Hardware,16,752.25
706,2024-06-09,80,East,Software,39,96.46
707,2024-09-06,135,West,Software,25,351.22
708,2024-01-05,111,North,Services,28,571.51
709,2025-06-27,152,South,Support,39,329.72
710,2024-06-24,163,West,Software,39,76.82
711,2024-04-01,78,North,Support,21,265.09
712,2025-05-22,106,North,Support,39,325.42
713,2025-02-20,174,South,Software,2,510.56
714,2024-07-06,170,South,Software,2,396.13
715,2024-11-10,35,West,Services,-2,33.19
716,2024-06-10,106,West,Services,10,895.04
717,2024-07-21,44,North,Services,2,
718,2025-01-12,26,West,Software,20,101.93
719,2025-04-06,119,West,Software,16,350.58
720,2024-02-04,122,North,Software,34,563.39
721,2024-06-24,199,North,Services,25,864.78
722,2024-12-14,190,South,Software,-1,331.53
723,2025-02-24,197,West,Hardware,22,515.03
724,2025-02-06,171,South,Support,22,328.44
725,2025-03-20,58,North,Services,37,842.36
726,2025-04-19,134,West,Services,21,666.83
727,2025-05-28,79,South,Support,8,30.23
728,2024-11-23,23,East,Hardware,-3,197.50
729,2025-01-26,79,West,Hardware,38,36.05
730,2025-06-05,10,South,Software,32,413.25
731,2024-07-02,118,West,Software,27,18.29
732,2024-02-03,165,South,Hardware,8,663.80
733,2024-08-15,151,South,Services,11,279.09
734,2024-09-18,166,West,Software,10,694.64
735,2024-09-07,157,North,Software,19,292.70
736,2024-07-15,70,South,Services,2,28.01
737,2025-06-26,76,North,Hardware,3,301.50
738,2024-11-24,156,East,Software,36,87.92
739,2024-08-14,66,West,Services,19,418.75
740,2024-10-11,25,South,Services,33,362.96
741,2024-11-12,15,North,Software,14,767.75
742,2024-11-18,195,West,Software,19,737.82
743,2024-02-15,142,North,Software,28,179.10
744,2024-06-13,134,West,Software,16,764.99
745,2024-04-12,164,North,Support,11,548.50
746,2024-01-27,81,North,Services,23,94.15
747,2024-11-07,145,South,Software,12,533.42
748,2024-10-16,45,South,Services,12,357.69
749,2024-10-10,98,South,Support,40,307.04
750,2024-11-18,131,South,Support,3,478.99
751,2025-03-17,211,South,Services,15,385.35
752,2024-10-03,134,East,Hardware,25,659.79
753,2024-06-01,20,North,Hardware,23,469.90
754,2024-01-09,194,North,Support,33,635.96
755,2024-09-24,78,West,Support,37,103.77
756,2025-01-18,117,West,Software,22,267.38
757,2024-01-04,73,South,Services,20,96.18
758,2025-05-14,184,East,Software,17,862.42
759,2025-05-05,138,South,Software,27,288.42
760,2025-02-12,157,East,Services,18,333.33
761,2025-06-03,20,West,Hardware,38,116.94
762,2024-08-27,90,North,Services,32,379.95
763,2024-12-31,99,East,Support,-3,15.50
764,2025-01-10,195,East,Services,22,387.00
765,2024-09-28,76,West,Services,28,95.68
766,2024-08-21,16,South,Software,31,404.24
767,2025-06-23,116,South,Support,18,535.47
768,2024-03-17,123,North,Hardware,28,258.76
769,2024-10-10,58,West,Services,39,
770,2024-03-10,97,West,Software,11,443.96
771,2024-12-28,63,West,Support,5,648.40
772,2024-10-27,117,West,Software,31,55.52
773,2024-12-05,148,East,Hardware,34,476.92
774,2024-03-30,139,North,Services,23,543.79
775,2025-03-23,97,North,Services,21,795.11
776,2024-03-18,58,South,Services,23,288.94
777,2024-05-15,18,North,Hardware,26,216.37
778,2025-04-24,189,South,Hardware,11,291.08
779,2025-02-23,86,North,Hardware,13,194.32
780,2025-05-27,71,North,Hardware,31,366.69
781,2024-04-25,164,West,Software,1,147.82
782,2024-02-17,21,North,Services,29,439.53
783,2025-05-16,174,South,Software,12,
784,2024-12-15,53,North,Support,33,681.81
785,2025-03-04,179,South,Services,11,559.75
786,2024-02-04,125,South,Services,28,712.41
787,2025-04-15,84,West,Hardware,20,192.24
788,2024-03-24,146,West,Software,20,688.56
789,2024-01-03,147,East,Software,16,128.38
790,2024-03-28,64,East,Support,17,130.25
791,2024-06-29,129,East,Software,33,862.21
792,2025-05-28,45,South,Software,37,593.83
793,2024-02-27,18,North,Software,5,478.71
794,2024-10-20,12,South,Services,1,881.86
795,2024-06-24,140,South,Support,32,878.08
796,2024-04-05,9,West,Hardware,2,410.00
797,2025-01-09,189,North,Support,34,589.44
798,2024-04-22,50,West,Support,17,855.74
799,2024-06-14,144,North,Support,28,694.95
800,2024-03-26,167,East,Support,32,183.64
801,2024-04-14,17,West,Support,5,92.68
802,2024-12-19,37,South,Services,25,802.66
803,2024-09-18,76,North,Support,37,73.11
804,2024-01-27,6,South,Support,36,415.16
805,2025-01-25,29,West,Software,31,501.50
806,2025-03-10,32,South,Support,24,777.02
807,2025-03-15,116,East,Support,29,34.48
808,2025-01-03,92,East,Services,2,111.70
809,2025-05-27,153,South,Software,36,25.08
810,2024-01-06,7,South,Support,30,160.61
811,2024-12-15,189,South,Support,21,549.59
812,2024-09-15,96,East,Hardware,37,510.33
813,2025-05-21,7,West,Software,6,742.67
814,2024-01-30,183,South,Software,27,25.48
815,2024-08-31,176,North,Software,30,717.83
816,2024-04-13,60,South,Services,27,193.04
817,2024-01-06,190,East,Services,20,42.41
818,2025-03-04,196,West,Support,9,243.20
819,2024-11-25,105,West,Software,16,325.17
820,2024-09-08,26,West,Hardware,35,372.42
821,2025-04-12,33,South,Software,14,437.64
822,2024-12-07,54,East,Services,1,843.01
823,2024-07-13,190,North,Software,7,764.08
824,2024-02-26,35,North,Hardware,18,437.50
825,2024-08-07,34,East,Services,8,734.99
826,2025-01-01,122,West,Services,37,814.15
827,2024-12-21,14,North,Support,5,891.20
828,2024-01-23,131,West,Support,11,196.72
829,2025-01-12,167,West,Services,4,884.69
830,2024-10-02,18,North,Hardware,37,783.99
831,2024-05-26,8,East,Support,3,68.74
832,2024-02-19,109,West,Software,13,878.59
833,2025-05-18,24,East,Services,-3,722.45
834,2025-02-19,58,West,Services,17,459.67
835,2024-06-15,138,South,Hardware,37,555.98
836,2025-05-18,47,North,Services,-1,224.47
837,2024-12-23,102,East,Services,11,361.72
838,2024-07-16,58,North,Software,4,346.53
839,2024-09-04,135,East,Software,11,419.34
840,2024-08-16,137,South,Support,29,714.73
841,2025-03-12,113,West,Hardware,39,455.58
842,2024-08-08,125,West,Software,24,821.30
843,2024-11-19,57,West,Services,23,417.57
844,2024-11-12,81,South,Hardware,21,651.27
845,2024-12-21,91,East,Services,2,471.04
846,2024-11-28,10,South,Support,40,732.96
847,2024-04-03,137,South,Support,1,472.37
848,2025-04-26,67,South,Support,10,338.15
849,2025-02-17,131,East,Services,21,368.53
850,2024-02-11,110,North,Support,38,710.10
851,2025-02-27,150,East,Software,8,222.52
852,2024-01-20,17,East,Hardware,19,845.12
853,2024-08-09,214,South,Hardware,5,87.08
854,2024-07-16,2,North,Hardware,18,513.64
855,2024-04-22,183,West,Software,35,155.54
856,2024-12-28,64,East,Services,25,699.72
857,2024-11-15,191,West,Support,24,718.67
858,2024-09-30,100,East,Support,14,232.67
859,2024-07-19,11,West,Software,24,686.13
860,2024-06-11,98,East,Software,-2,380.61
861,2025-04-20,141,West,Software,5,861.06
862,2025-01-08,17,North,Software,4,349.81
863,2024-07-26,188,South,Hardware,7,504.92
864,2025-04-16,152,North,Support,33,663.03
865,2024-09-17,84,East,Support,1,73.76
866,2024-12-12,198,East,Services,17,626.05
867,2024-04-05,146,West,Support,23,825.85
868,2025-05-04,135,East,Hardware,27,431.95
869,2024-09-01,120,East,Software,-2,540.69
870,2025-04-28,44,West,Services,26,466.28
871,2025-05-07,119,East,Hardware,4,39.16
872,2024-07-26,74,North,Software,8,234.55
873,2025-06-15,142,North,Services,6,527.07
874,2025-01-08,57,East,Hardware,13,707.79
875,2025-05-30,89,West,Hardware,-3,614.58
876,2024-09-20,23,South,Support,16,893.62
877,2024-05-29,176,South,Support,23,642.42
878,2024-09-11,23,North,Support,-3,256.03
879,2025-06-11,154,West,Hardware,31,157.95
880,2024-03-25,96,North,Software,38,148.44
881,2024-07-26,64,West,Support,33,769.18
882,2024-12-21,184,North,Hardware,8,652.36
883,2025-02-22,42,North,Hardware,6,447.74
884,2024-04-04,152,North,Hardware,3,597.39
885,2025-06-24,39,East,Support,23,479.83
886,2025-05-21,121,East,Hardware,5,
887,2024-09-16,158,South,Services,5,843.84
888,2024-07-24,4,West,Software,29,586.79
889,2024-08-26,33,South,Software,30,
890,2024-05-03,49,West,Hardware,15,891.17
891,2025-02-28,14,North,Services,2,
892,2025-01-14,27,West,Software,20,475.92
893,2025-04-30,167,East,Services,16,720.23
894,2025-06-20,29,North,Services,28,213.41
895,2025-05-28,55,South,Hardware,23,280.82
896,2024-05-16,166,South,Services,10,576.00
897,2024-12-16,187,North,Services,10,476.24
898,2024-06-24,91,North,Software,-2,857.71
899,2025-05-20,194,East,Software,26,609.46
900,2024-09-09,20,South,Services,4,213.28
901,2025-01-14,159,West,Support,25,198.95
902,2025-01-12,62,West,Hardware,16,272.14
903,2024-06-30,13,North,Hardware,24,654.73
904,2025-06-18,163,East,Hardware,19,870.62
905,2025-05-15,88,West,Services,-2,319.40
906,2024-02-04,197,South,Services,9,72.82
907,2024-06-14,35,North,Services,13,
908,2024-01-24,100,North,Hardware,6,100.42
909,2024-11-29,68,West,Hardware,20,749.28
910,2024-04-14,1,North,Software,20,352.85
911,2024-08-02,141,East,Software,25,418.41
912,2024-03-10,17,North,Software,40,240.92
913,2024-06-17,21,West,Support,29,878.05
914,2024-05-24,105,South,Hardware,24,198.81
915,2024-07-13,1,South,Software,1,764.74
916,2024-11-10,146,West,Software,40,140.43
917,2024-01-31,173,South,Hardware,27,899.80
918,2024-05-26,104,East,Hardware,18,375.19
919,2024-01-16,191,West,Software,6,345.79
920,2025-03-06,176,West,Software,27,207.81
921,2024-08-22,154,North,Software,27,345.56
922,2025-04-29,157,South,Services,38,734.59
923,2025-01-17,164,East,Support,38,41.49
924,2025-06-03,96,West,Support,12,516.23
925,2024-12-17,79,South,Software,17,195.94
926,2024-07-14,186,South,Hardware,29,
927,2024-10-16,162,South,Support,2,158.61
928,2024-07-31,59,East,Support,38,179.00
929,2025-02-11,138,South,Hardware,36,164.31
930,2024-03-18,43,West,Software,17,44.72
931,2024-01-15,165,North,Hardware,8,858.48
932,2025-01-03,177,South,Services,4,835.38
933,2024-04-09,42,West,Services,13,128.09
934,2024-04-13,25,North,Hardware,19,758.25
935,2024-02-07,70,East,Software,14,374.33
936,2024-05-04,126,North,Software,9,714.39
937,2025-04-06,188,West,Software,18,460.24
938,2025-02-07,20,South,Support,16,37.03
939,2024-12-12,158,East,Services,26,266.14
940,2024-07-30,93,West,Hardware,27,586.27
941,2024-04-21,98,West,Hardware,11,40.59
942,2024-12-21,15,South,Hardware,24,688.17
943,2025-04-19,177,East,Services,8,422.82
944,2024-03-28,193,West,Software,22,129.64
945,2025-06-18,155,West,Software,20,62.49
946,2024-04-10,89,East,Hardware,37,658.04
947,2024-01-26,135,South,Software,18,88.54
948,2024-01-13,100,North,Support,28,545.26
949,2025-06-26,149,North,Hardware,18,597.06
950,2024-09-18,172,North,Services,2,594.35
951,2024-08-02,148,South,Services,33,280.63
952,2025-05-01,166,East,Hardware,4,793.11
953,2024-03-20,75,West,Hardware,25,81.53
954,2024-05-17,71,North,Services,14,680.08
955,2024-06-25,164,West,Support,2,504.25
956,2024-09-07,109,West,Services,27,59.04
957,2024-05-30,92,South,Services,31,456.10
958,2024-05-04,9,East,Support,25,289.24
959,2025-04-14,94,North,Software,40,808.45
960,2024-11-11,190,East,Services,28,87.53
961,2024-11-01,169,East,Services,5,355.99
962,2024-10-10,12,East,Software,7,351.83
963,2024-01-12,9,South,Support,2,690.56
964,2024-12-09,27,South,Services,25,449.69
965,2024-08-22,145,North,Services,36,898.26
966,2025-02-03,90,East,Hardware,3,701.71
967,2025-04-03,100,East,Support,6,124.76
968,2025-05-15,11,North,Hardware,28,866.32
969,2024-11-28,41,South,Support,37,685.52
970,2024-06-12,189,West,Software,29,
971,2024-05-08,151,East,Hardware,19,308.12
972,2024-07-11,42,West,Support,12,134.39
973,2024-08-16,67,West,Hardware,21,850.11
974,2025-05-24,67,East,Hardware,25,657.16
975,2025-06-23,137,South,Hardware,19,726.62
976,2025-05-14,28,North,Hardware,35,409.59
977,2025-05-29,40,South,Support,21,
978,2024-06-07,123,North,Software,26,234.64
979,2024-10-03,145,North,Hardware,38,334.35
980,2025-02-18,65,West,Support,15,689.84
981,2024-10-14,32,North,Hardware,33,864.71
982,2024-12-02,131,South,Services,23,787.59
983,2024-09-24,29,West,Services,40,823.72
984,2024-02-08,33,South,Hardware,11,739.37
985,2024-12-07,25,North,Support,34,474.03
986,2024-10-20,135,East,Services,30,218.59
987,2025-06-18,12,West,Software,30,330.80
988,2025-06-28,168,South,Support,2,366.41
989,2024-02-18,39,East,Software,40,25.17
990,2024-11-09,42,East,Hardware,21,772.36
991,2024-02-18,55,South,Services,35,
992,2024-08-14,64,West,Support,23,338.21
993,2025-06-15,17,North,Software,1,681.13
994,2025-05-15,27,East,Software,5,153.91
995,2025-03-12,27,East,Support,39,723.85
996,2024-12-06,64,North,Hardware,6,253.22
997,2024-08-31,116,West,Services,13,897.89
998,2024-07-02,80,South,Support,10,561.20
999,2024-04-09,81,North,Software,35,834.95
1000,2024-04-15,11,South,Services,16,183.65
1001,2024-10-14,57,South,Software,3,407.52
1002,2024-05-01,166,South,Services,19,139.11
1003,2024-03-18,132,South,Software,9,53.21
1004,2025-03-16,94,East,Services,39,742.63
1005,2024-06-01,96,South,Hardware,16,710.09
1006,2024-02-24,180,East,Hardware,12,110.08
1007,2025-04-06,29,South,Software,16,
1008,2024-07-12,101,East,Support,18,440.02
1009,2024-10-06,18,North,Hardware,1,870.82
1010,2024-04-12,24,South,Hardware,37,694.46
1011,2024-05-17,2,South,Hardware,-3,655.52
1012,2024-07-17,137,North,Hardware,37,290.79
1013,2024-04-07,134,West,Hardware,5,658.28
1014,2025-06-05,145,South,Services,31,462.07
1015,2025-03-21,100,West,Hardware,20,752.54
1016,2024-07-21,102,South,Software,7,155.00
1017,2024-05-11,3,North,Services,32,809.70
1018,2025-04-16,21,North,Services,3,626.81
1019,2025-06-12,21,East,Software,21,367.01
1020,2025-06-09,114,East,Services,32,328.49
1021,2024-06-13,104,West,Support,19,567.44
1022,2024-03-13,178,East,Software,17,680.34
1023,2025-04-21,90,South,Software,6,557.36
1024,2025-01-30,160,North,Support,23,108.09
1025,2025-01-05,179,West,Services,8,696.94
1026,2024-03-07,80,South,Support,25,34.78
1027,2024-02-28,50,North,Hardware,39,769.70
1028,2025-02-14,76,East,Software,16,455.89
1029,2024-11-20,57,South,Hardware,14,
1030,2024-06-18,181,East,Services,17,828.84
1031,2024-07-08,53,North,Hardware,25,487.50
1032,2024-03-12,159,East,Software,1,224.28
1033,2024-07-31,162,South,Support,25,35.67
1034,2024-11-14,150,North,Software,6,606.63
1035,2025-03-16,151,West,Services,1,536.56
1036,2024-08-07,167,North,Software,33,395.03
1037,2024-02-12,160,West,Services,4,750.88
1038,2024-12-13,110,South,Services,36,550.10
1039,2024-05-18,52,North,Hardware,8,842.08
1040,2024-02-17,138,West,Hardware,37,697.00
1041,2025-05-19,10,North,Hardware,19,851.96
1042,2024-12-27,15,East,Services,27,603.11
1043,2024-03-22,36,West,Hardware,29,434.16
1044,2024-01-19,25,North,Software,2,61.09
1045,2025-05-24,160,West,Services,35,537.38
1046,2025-02-08,61,East,Hardware,15,656.70
1047,2024-12-27,144,South,Software,34,858.64
1048,2024-11-08,19,East,Software,16,125.72
1049,2024-11-27,177,North,Hardware,17,516.27
1050,2024-02-05,161,East,Hardware,26,457.90
1051,2024-05-23,60,North,Software,31,840.01
1052,2025-04-02,77,South,Services,32,838.05
1053,2024-06-28,169,North,Services,7,224.83
1054,2024-05-04,98,East,Software,10,304.06
1055,2025-02-20,37,East,Support,39,610.28
1056,2025-06-08,135,East,Support,26,452.14
1057,2024-06-02,53,South,Support,26,490.24
1058,2025-06-26,125,West,Software,22,286.28
1059,2024-06-24,101,West,Services,7,
1060,2024-12-05,15,North,Hardware,15,198.98
1061,2024-01-20,34,North,Support,12,441.05
1062,2024-09-05,31,South,Software,25,616.96
1063,2024-11-20,68,West,Hardware,14,481.31
1064,2024-11-19,188,North,Hardware,13,450.51
1065,2024-03-09,8,East,Hardware,29,579.08
1066,2024-12-17,130,South,Services,38,87.47
1067,2024-02-25,76,West,Services,23,714.79
1068,2024-01-02,75,South,Support,14,463.70
1069,2025-04-16,95,South,Software,4,63.27
1070,2024-11-18,61,South,Services,13,462.97
1071,2024-02-15,115,South,Services,33,821.59
1072,2025-01-09,130,West,Services,8,467.62
1073,2024-12-28,13,East,Services,13,547.70
1074,2025-04-15,134,East,Services,4,898.24
1075,2024-12-05,62,North,Software,13,108.92
1076,2024-04-20,7,West,Support,22,108.37
1077,2025-06-08,10,West,Hardware,17,278.83
1078,2025-02-18,155,East,Support,14,195.59
1079,2024-03-16,74,West,Support,19,736.80
1080,2024-01-24,164,North,Software,33,211.98
1081,2025-01-31,63,West,Hardware,16,
1082,2024-08-02,119,West,Services,28,71.87
1083,2024-02-04,200,South,Services,-1,35.68
1084,2025-04-08,124,East,Hardware,3,188.45
1085,2024-09-12,72,West,Software,36,472.84
1086,2024-06-28,195,North,Services,7,30.59
1087,2024-09-22,188,West,Support,12,249.59
1088,2024-09-03,42,East,Support,4,67.29
1089,2024-08-30,70,West,Hardware,25,350.48
1090,2024-06-08,88,West,Software,9,58.91
1091,2025-03-30,28,West,Hardware,27,557.70
1092,2024-03-10,166,East,Support,6,830.37
1093,2024-01-12,129,West,Software,12,561.86
1094,2025-06-08,35,West,Software,3,746.30
1095,2024-08-20,213,East,Services,16,395.65
1096,2025-02-09,121,South,Software,8,718.97
1097,2024-12-03,32,North,Software,37,622.94
1098,2024-05-13,69,East,Support,28,205.30
1099,2025-03-02,98,East,Support,6,462.71
1100,2024-06-11,3,East,Support,27,721.21
1101,2024-08-14,121,West,Software,24,828.58
1102,2024-08-16,179,East,Software,6,731.91
1103,2024-01-05,154,East,Support,40,627.58
1104,2025-06-26,40,South,Support,20,98.74
1105,2025-06-07,184,North,Hardware,20,850.59
1106,2024-04-27,179,West,Support,4,63.28
1107,2024-08-19,186,West,Hardware,9,854.23
1108,2024-06-20,167,South,Services,16,790.00
1109,2025-03-15,146,South,Services,35,760.44
1110,2024-05-22,90,South,Services,10,342.10
1111,2024-06-08,97,North,Hardware,2,493.96
1112,2025-06-02,104,South,Support,27,652.41
1113,2024-11-09,32,North,Hardware,12,177.96
1114,2024-03-06,38,East,Support,35,544.73
1115,2025-04-05,137,East,Support,40,671.59
1116,2025-04-08,59,South,Hardware,12,617.62
1117,2024-04-09,152,East,Software,32,758.87
1118,2024-03-08,92,North,Software,10,410.80
1119,2025-01-04,76,South,Hardware,19,36.33
1120,2025-02-24,118,East,Software,17,
1121,2024-12-17,167,South,Hardware,13,679.59
1122,2024-07-25,163,North,Software,10,476.63
1123,2025-05-19,107,South,Support,6,657.66
1124,2025-06-27,29,East,Hardware,40,392.31
1125,2024-01-21,178,West,Services,9,894.82
1126,2025-03-30,107,East,Support,33,381.44
1127,2025-04-24,106,South,Hardware,33,528.82
1128,2024-04-09,131,North,Software,10,340.57
1129,2024-12-16,110,West,Support,-2,875.88
1130,2025-06-16,130,North,Hardware,5,66.80
1131,2025-06-07,10,West,Services,3,83.62
1132,2025-04-07,8,North,Hardware,10,767.19
1133,2025-02-16,134,West,Software,14,44.03
1134,2024-02-15,144,West,Software,1,424.71
1135,2024-11-26,107,South,Hardware,9,781.69
1136,2024-09-29,52,South,Services,34,
1137,2024-05-24,36,East,Hardware,15,
1138,2024-09-12,28,East,Support,12,153.16
1139,2025-01-17,20,West,Hardware,10,234.92
1140,2024-08-21,220,East,Software,21,448.17
1141,2024-12-25,141,North,Hardware,2,330.42
1142,2024-09-10,60,West,Services,23,550.61
1143,2025-02-01,34,East,Hardware,17,323.84
1144,2024-07-31,45,South,Support,12,35.72
1145,2025-02-03,76,West,Services,15,553.82
1146,2024-07-30,128,North,Software,6,474.64
1147,2025-03-28,7,South,Hardware,12,507.16
1148,2024-08-20,13,East,Hardware,3,625.80
1149,2024-01-10,133,West,Software,32,853.66
1150,2024-08-01,54,North,Hardware,19,543.59
1151,2024-03-10,2,South,Support,19,431.34
1152,2025-01-22,108,North,Software,12,25.10
1153,2024-10-18,164,North,Software,5,730.52
1154,2025-04-16,130,West,Support,22,51.76
1155,2024-06-21,43,West,Support,18,226.73
1156,2024-01-15,169,West,Support,20,457.54
1157,2024-03-12,22,North,Support,38,580.42
1158,2025-02-28,13,South,Software,27,859.45
1159,2024-07-14,171,East,Software,21,221.09
1160,2024-12-20,75,North,Hardware,12,610.69
1161,2025-02-24,45,West,Hardware,2,700.04
1162,2024-09-06,39,North,Support,15,307.76
1163,2024-04-11,179,West,Hardware,25,442.36
1164,2024-06-25,130,West,Hardware,31,168.72
1165,2024-05-19,49,North,Software,20,20.14
1166,2024-11-01,161,West,Services,30,835.21
1167,2024-12-17,44,West,Services,5,641.15
1168,2025-03-15,108,North,Hardware,1,755.01
1169,2025-06-20,21,South,Hardware,28,30.81
1170,2025-04-13,197,South,Software,27,256.70
1171,2025-02-23,178,North,Support,1,845.38
1172,2024-09-11,165,East,Software,6,636.74
1173,2024-06-30,123,West,Services,15,55.48
1174,2024-10-03,69,South,Hardware,13,544.56
1175,2024-01-11,100,South,Services,13,263.06
1176,2024-09-24,152,North,Software,28,219.19
1177,2025-04-16,169,East,Support,40,41.15
1178,2025-03-06,14,West,Support,2,524.84
1179,2024-01-25,66,West,Support,16,408.08
1180,2025-03-17,141,East,Support,6,423.75
1181,2024-08-25,63,South,Hardware,8,793.92
1182,2024-09-05,176,East,Software,11,527.77
1183,2024-08-29,177,South,Services,23,342.82
1184,2025-06-18,45,West,Support,29,764.48
1185,2024-09-12,9,West,Services,17,628.21
1186,2024-08-11,183,North,Software,30,442.79
1187,2024-10-03,160,East,Services,15,425.47
1188,2024-03-22,186,South,Hardware,23,590.87
1189,2025-05-14,198,East,Support,7,74.94
1190,2024-08-14,175,East,Software,9,581.47
1191,2024-05-10,162,South,Software,37,33.74
1192,2024-01-11,146,West,Services,37,896.41
1193,2024-05-06,126,South,Software,1,899.06
1194,2024-10-30,59,South,Services,17,863.54
1195,2024-02-23,23,East,Hardware,17,513.75
1196,2025-01-13,161,North,Support,19,816.99
1197,2024-10-29,164,East,Services,9,656.87
1198,2024-03-14,148,East,Software,24,501.99
1199,2024-11-30,31,South,Services,33,150.84
1200,2025-06-14,156,North,Software,19,56.37
1201,2024-08-21,131,West,Hardware,36,280.55
1202,2024-11-28,194,East,Support,25,676.60
1203,2024-09-29,6,East,Support,7,713.14
1204,2024-06-21,185,South,Software,9,256.76
1205,2024-08-12,49,East,Hardware,18,197.12
1206,2025-03-11,101,North,Services,24,54.83
1207,2025-01-13,103,West,Software,23,771.39
1208,2024-03-25,46,North,Software,30,242.88
1209,2024-01-27,43,East,Support,26,234.60
1210,2025-06-19,6,South,Hardware,25,860.61
1211,2024-12-18,1,West,Services,33,283.32
1212,2024-12-31,11,North,Hardware,16,277.17
1213,2024-11-08,82,North,Services,9,282.62
1214,2025-04-02,27,North,Hardware,15,811.66
1215,2024-12-31,57,North,Software,40,334.21
1216,2024-02-05,49,South,Software,25,409.78
1217,2024-09-30,65,West,Services,33,881.62
1218,2024-07-26,188,North,Services,39,458.30
1219,2024-06-25,79,West,Support,18,488.69
1220,2025-01-18,130,West,Software,16,897.91
1221,2024-07-19,94,East,Support,18,157.24
1222,2024-10-14,1,South,Support,19,692.24
1223,2024-04-17,112,East,Services,19,82.88
1224,2024-04-24,138,South,Software,21,239.09
1225,2025-01-23,86,West,Hardware,25,93.20
1226,2024-04-23,105,South,Hardware,25,400.38
1227,2024-09-24,47,West,Services,15,141.49
1228,2024-12-03,159,South,Hardware,28,722.23
1229,2025-03-07,103,South,Hardware,18,639.93
1230,2025-04-10,209,West,Software,40,440.99
1231,2024-05-05,47,East,Software,25,443.39
1232,2024-07-22,90,North,Hardware,28,688.66
1233,2025-02-09,14,South,Services,39,290.59
1234,2025-06-08,57,East,Hardware,24,838.47
1235,2024-11-15,172,East,Hardware,23,565.04
